startupName,startupActivitySector,startupCreatedAt,startupLogo,startupWebsite,startupLabelDate,startupDescription,startupFounders,startupEmail,startupPhone
HOMEJEK,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/HOMEJEK.png,https://www.homejek.com/,12/2020,"Homejek connects service seekers with service providers through a mobile application. It offers several services such as: Babysitting, nannying, cleaning, hairdressing etc..","Mohamed Aziz Hannachi, Anis Mzoughi",n.a.,n.a.
Civitas,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/CIVITAS.png,http://www.civitas.tn/,03/2021,"Rokhsti is an application for requesting, managing, monitoring and granting building permits. Rokhsti digitalizes the whole process and allows to manage regular feedbacks and different exchanges between: The architect who submits the file, the municipality that manages and awards the building permit and the citizen applying for the permit.","Bechir Gtari, Firas Gaffari, Houssem Akrout",n.a.,n.a.
Freelancy,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Freelancy.png,https://freelancy.co,03/2021,Freelancy is a digital platform for professional connections (B2B) allowing companies to be put in contact with self-employed entrepreneurs or experts.,"Mehdi Mhamdi, Karim Zribi",n.a.,n.a.
Womia,HealthTech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo (1).jpeg,www.womia.io,10/2022,AI Apps Sharing Platform For Medical Data Analysis.,"Ouissem Lahouar, Anas Dogui, Sabrine Aidi",sknani@womia.io,n.a.
ONWIREWAY,Consumer products and services,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,08/2022,"ONWIREWAY provide an IoT Energy Optimization Solutions that offers to customers a real time monitoring system including energy consumption and billing using Cloud and local dashboards, also it offers a remote command system of any type of electrical devices ANYTIME AND ANYWHERE.","Marouen Jlassi, Khaled Jelassi, Mahdi Mhiri, Mokhtar Hichri",n.a.,n.a.
Scaylab,Business Software and services,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.scaylab.fr/,09/2023,"Scaylab is a platform dedicated to early-stage startups, providing a unique experience to accelerate growth and success.",Taher Siala,taher@scaylab.fr,0640910112
Bon'Heure,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/bonheure.png,http://www.b-heure.com,11/2019,"Bon'Heure is an intelligent platform that optimizes and facilitates the daily life of companies and their employees.                              By committing to a better work-life balance and supporting both individual and collective performance, B'H is the unique partner and interlocutor for corporate life.","Nour Tekaya, Skander Gafsi",n.a.,n.a.
Ijeni,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/11-Ijeni.png,https://ijeni.tn/,11/2021,Ijeni is a Web & Mobile marketplace for direct on-demand connections with freelance workers.,Safi Eddine Negra,n.a.,n.a.
INOTEK ENGINEERING,Consumer products and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/INOTEK.png,https://www.inotek.tn/,05/2019,"Design and production of connected objects and the development of their specific software (web, mobile, embedded ...) for our account or for others.","Mehdi Mazlout, Anis Messaoud, Mohamed Walid Sghari",n.a.,n.a.
Screenflex,Ad Tech and Creative Tech,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://screenflex.pro/,10/2022,"Screenflex is a SaaS that aims to optimise and automate the processes of content creation and screen management for digital signage users. The one place that will enable the easy and remote design, distribution, scheduling and display of content across multiple screens and locations, for the most convenient of prices.","Aymen Fezai, Bilel Nsibi",contact@screenflex.pro,50149294
DRYSEK,Agritech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/DRYSEK.png,https://www.facebook.com/drysek/,07/2021,DRYSEK is specialized in the manufacture and marketing of innovative and intelligent solar dryers as an alternative to traditional drying methods.,"Amjed Teraa, Elyes Said",n.a.,n.a.
taderok,EdTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/taderok.png,http://www.taderok.com,11/2019,Taderok a publisher of intelligent educational books powered by mobile technology,"Ahmed Dhieb, Anoir Dhieb",n.a.,n.a.
WeRebase,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/1-WeRebase.png,https://www.werebase.com/,06/2021,"A platform for practicing on projects, enhancing profiles and accessing internship/job offers for students (and recent graduates).","Ghaleb Ben Ali, Karim Daghari",n.a.,n.a.
PROSUMERS,Environment,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/PROSUMERS.png,http://www.prosumers.tn,12/2019,PROSUMERS is a SAAS solution for studies and simulation of renewable energy projects.,Haytham Zouari,n.a.,n.a.
Doctolys,HealthTech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Sans titre.jpg,www.doctolys.com,01/2023,"Electronic health record platform:
- Free for doctors.
- Certified by academic associations which will have access to healthcare big data used in scientific research.
- Financed by pharmaceutical laboratories which will have access to innovative pharmaceutical promotion tools integrated into the platform.","Maroua Boubaker, Sadok Derouich, Safwen Derouiche",contact@doctolys.com,53568951
FOUTA TUNISIA,Commerce and shopping,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/fouta.png,https://www.foutatunisia.com,06/2019,FOUTA TUNISIA is the leader of the Tunisian Fouta craft. Among the most representative companies of the product on the world market. This typical Tunisian product has been updated and has made its place on the international textile market.,Zied Beldi,n.a.,n.a.
Tinith,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Tinith-IBPM-Automation-Booster.png,http://www.tinith.com,02/2021,Tinith allows managers and/or entrepreneurs to automate processes via a low code solution with a fast deployment and a high ROI in a short period of time.,"Ouassim Bouzid, Ramzi Abidi",n.a.,n.a.
Picstore,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Picstore.png,https://www.picstore.tn,03/2021,Picstore.tn is a platform that offers its customers the possibility to print and personalize their digital photos on creative physical media.,"Abdellatif Najjar, Mourad Blaiech, Nidhal Nasraoui, Salma Cherif",n.a.,n.a.
Bepeep Health,HealthTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Bepeep-Health.png,null,03/2021,Bepeep Health is an e-Payment platform dedicated to the management of health insurance contracts and health care services.,"AHMED CHOUCHENI, MOHAMED CHOUCHENI",n.a.,n.a.
MTCE,Business Software and services,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Certely-Expert-System.png,http://www.certely.com,12/2020,Certely Expert System is a digital solution for the implementation of international standards in order to provide a more optimized certification process for companies.,"Fares Amor, Dhafer Ben Amor, Nidhal Ben Amor",n.a.,n.a.
Randev,Consumer products and services,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,app.randev.io,08/2023,"Randev is new market place for services with booking solution, targeting local service provider such as beauty salon, car wash, and many other services provider, whith inhanced schedual and resources management, in order to help the final costumer to find and book services in the simplist and effective way","Mohamed Regaieg, Younes Regaieg, Safa REKIK",contact@randev.io,+21622887863
Smart City,Business Software and services,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://wow-soft.com,12/2020,"A platform for cities and small communities, where it creates a communication center between the owner of the service or product and the population of the cities with a complete city guide that seeks to build a virtual city parallel, synchronized and integrated with reality.",ali boukhachem,n.a.,n.a.
LoDeep,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/LoDeep.png,http://www.lodeep.com,02/2021,LoDeep is an online co-editing space for students to find a partner with whom they can study and review together and online through one platform.,"Ahmed Ghrib, Zied Ben Amar",n.a.,n.a.
Eva Dam Technology,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/16-Eva-Dam-Technology.png,http://www.evadam.io,07/2021,"EDM KYC is Evadam's screening device, which consists of document verification, biometric analysis on the user and immediate reporting with a score. The project aims at fighting web fraud and money laundering by ensuring another level of data security.","Souhail Msakni, Sami Sghaier, Ahmed Liouene",n.a.,n.a.
Co-Solar,Environment,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Co-Solar.png,https://www.co-solar.com,12/2020,"Co-Solar develops innovative technological products related to solar energy to improve the energy efficiency of industries, farmers and residences.","Mahmoud Hammami, Yessin Boutabba",contact@co-solar.com,+216 56 223 454
Tsiwrat Stock,Ad Tech and Creative Tech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ logo tsiwrat.jpg,http://www.tsiwratstock.com,03/2023,Tsiwrat Stock is the first Tunisian image bank that offers digital graphic files for North African countries.,"Rania Makhlouf, Firas Chetouane",n.a.,n.a.
OTO TRAVEL,Mobility,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/oto.png,http://www.oto.tn,09/2019,OTO is a company providing car transportation services to individuals via a mobile application with private driver and VIP treatment.,"Elyes Elloumi, Ali ABid",n.a.,n.a.
Gark,Wellness,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.gark.tn,12/2021,GARK est une plateforme dédiée aux amateurs qui reprend les bases des systèmes de Gaming et des compétitions émergées dans le mini-football et elle offre à ses utilisateurs une opportunité unique et vivre leur propre expérience professionnelle.,"Haithem Besghaier, Amine Gongi, Mohamed Taha Jemmali",n.a.,n.a.
"Baity tn ""Decoriz"" SARL",Commerce and shopping,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/BAITY.png,https://baity.tn,12/2019,Baity.tn is a Marketplace or a virtual platform for direct contact between manufacturers and buyers of furniture and decoration products.,"Saber Gharsellaoui, Emna Bejaoui",n.a.,n.a.
lexi,Business Software and services,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.lexi.tn,01/2022,lexi.tn est une application web destinée aux auto-écoles pour la gestion de leurs tâches quotidiennes. La plateforme offre aux candidats une solution d'e-learning.,"Wael Ben Echikh, chadli Ouhichi",n.a.,n.a.
elprojet,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/elProjet.png,http://www.elprojet.tn,05/2021,"The project produces complete electronic kits, targeting students of all levels, made mostly of cardboard. Designed in a way that facilitates the construction of the student's own technical project",Akram Mrad,n.a.,n.a.
ROBOGRAF,Ad Tech and Creative Tech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Robograf.png,http://www.robograf.me,08/2020,Robograf is a photo booth operating system connected to social networks for event management.,Ismail Benmiled,n.a.,n.a.
Taysir Solutions Tunisia,Business Software and services,2015,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Taysir.png,https://www.taysirsolutions.com/,05/2019,"Taysir Solutions Tunisia, a platform provider for travel agencies worldwide. We have three software that are used for visa management, ticketing management and hotel reservation.","Fakhreddine Hachfi, Mohamed Belghith",n.a.,n.a.
COLLARY,HealthTech,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://dev.collary.s-man.cloud/auth/login,11/2023,"Collary is a platform that enables the digitization of interim and short term hiring processes in the Medical industry. Moving from a manual, slow, costly, and limited-capability process to a fully digital, instant, cost effective and scalable platform and capabilities is the core of the innovation that Collary brings.
Collary is a scalable platform built with state of the art technologies and platforms and designed to scale while following agile and DevOps techniques to adapt to market demand.Collary is powered by the Cloud to guarantee all needed flexibility in compute and storage usage and hence grow as it goes..
Collary relaies on AI-powered features that enables targeting of missions towards the best profiles while keeping track of their availability and their calendars..Real-time knowledge of mission announcements and Best Candidate fits leads to most efficient selection and a fully automated candidate selection process.
Collary natively integrates security at scale to ensure institutions as well as candidates are well protected based on state of the art","Riadh Ben Meftah, Jamel Gafsi",n.a.,n.a.
VastLight Interactive,Ad Tech and Creative Tech,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.vastlight-platform.com/,08/2022,"VastLight is an interactive media startup seeking to bring forth meaningful, impactful and powerful interactive digital experiences and services.","Mohamed Amine Messaoudi, Seif Islem Messaoudi, Abdel Baset Mrabet",contact@vastlight-platform.com,+21694305935
Fisco,Fintech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Fisco.png,null,03/2021,Fisco is an online accounting expert that facilitates the onboarding of users in the remote declaration for small businesses.,"Ismail Abdellaoui, Mohamed Sghaier, Alaa Souid, Farouk Skhiri",n.a.,n.a.
WanToTrip,TravelTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Wantotrip-LogoGreen.png,http://www.wantotrip.net,10/2019,Wantotrip is a platform that allows travelers to live atypical experiences in the company of their favorite blogger / influencer,"Makrem Hermassi, Chahrazed Remadi",n.a.,n.a.
BIESSA AUTO,Commerce and shopping,2019,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://www.biessaauto.tn,12/2021,Biessa Auto est une plateforme market place de vente en ligne de pièces de rechange autos dotée de trois moteurs de recherches.,"Sahli Sonia, Ahmed Sahli",n.a.,n.a.
Elevage des abeilles pour la collecte de leurs venins pour des fins cosmétiques et thérapeutiques,HealthTech,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,null,03/2023,null,Chedly Ellijimi,n.a.,n.a.
ODIX,Business Software and services,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ODIX.png,http://odix.io,05/2021,ODIX is an ERP that brings together all the needs of an SME in one place.,"Anis Zehani, Anissa Zehani",n.a.,n.a.
Amonak,Commerce and shopping,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Amonak.png,http://www.amonak.com,11/2020,"Amonak is a social network dedicated to e-commerce that targets individuals, businesses and independent entrepreneurs.","Jean Philippe Kokora, Joseph Adai",n.a.,n.a.
METHANIA INDUSTRIES,Environment,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/methania.png,https://www.methania.com/,05/2019,"Methania is specialized in the design, industrialization, manufacturing and installation of micro methanization and micro cogeneration solutions, engineering and construction of turnkey methanization facilities.",Selim Kanzari,n.a.,n.a.
CBM-EE,Environment,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://ahyini.com/,12/2021,"La plateforme ""Ahyini"" promeut la notion de développement durable aux enfants à travers les dessins animées écologiques.","Afef Letaief, Salem Oun",n.a.,n.a.
Investhune plus,Fintech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/INVESTHUNE-PLUS.png,null,10/2021,"Platform allowing its customers to have accounts and make donations with each online payment, direct debit or salary transfer.","Wael Hassen, Ala Eddine Hassen, Malek Chaabane, Mohamed Amine Berguiga",n.a.,n.a.
Mramma.tn,Real Estate Tech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo_mobile.png,https://www.mramma.tn/,06/2022,"Mramma offers a complete solution to various stakeholders in the construction sector to gain visibility and manage their local advertising activity, quotes creation, invoicing, customer relationship and much more.","Akram Bsila, Marwen Ben Mzoughia, Nizar Said",contact@mramma.tn,n.a.
sellya.net,Commerce and shopping,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,sellya.net,10/2023,A marketplace for selling used house items,"Hamza Zarrouk, Rihem Ghzaiel, Ala Guezzi",n.a.,n.a.
Myflix,Business Software and services,2021,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://myflix.solutions-mtech.com/,12/2021,"MYFLIX est une plateforme web « VOD » de stockage, d’affichage et de gestion de data vidéo à la demande dédiée à des organismes et entreprises.","Haythem Dridi, Imen Ben Fradj, Inès Bourgou, Saber Ben Khaled",n.a.,n.a.
Laevitas,Fintech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Laevitas.png,http://www.laevitas.ch,06/2021,Laevitas is a SaaS data analysis platform for the crypto asset market based on quantitative financial models.,"Hassen Naas, Amine Massaabi, Rassil Rhouma",n.a.,n.a.
ZID.tn,Commerce and shopping,2019,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://zid.tn/,01/2022,Zid.tn est une plateforme de vente basée sur les enchères et ayant comme promesse des prix de vente très agressifs.,Iheb Souilem,n.a.,n.a.
RGPD Tunisie,Business Software and services,2023,https://admin.startup.gov.tn/storage/application_sessions/images/logos/logo rgpd black bg-03.png,https://rgpd-tunisie.tn/,07/2023,"RGPD Tunisie is a legaltech startup specializing in providing a digitalized approach for swift and dependable compliance diagnosis in terms of personal data protection. Our comprehensive services include compliance audits, risk assessments, regularization measures, and full-fledged support to assist companies in efficiently managing their legal obligations and bolstering customer trust in data protection.","wissal douissa, Rayen CHERNI, Slim ABDELJELIL",contact@rgpd-tunisie.tn,(+216) 73 204 870
Smart and Clean,Environment,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/smartclean.png,null,05/2019,"A tech company that produces electric bicycles. We design, engineer and produce high-end electric bicycles with amazing technology and performance.",Mourad Bouabdallah,n.a.,n.a.
VIRGIN,Environment,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/BOS-BLASTER-OZONE-SOLUTIONS.png,http://blasterozone.tn/,05/2021,"BOS Blaster Ozone solutions designs, manufactures and markets ozone purifiers that disinfect air and surfaces (eliminating all types of micro-organisms). The purifier is autonomous (by battery) and rotates at 360°.","Ahmed Aziz Chaker, Mourad Chaker",n.a.,n.a.
Enova Robotics,Advanced Manufacturing & Robotics,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/enova.png,https://www.enovarobotics.eu/,04/2019,"Enova Robotics designs, manufactures and markets mobile robots for the security, health and logistics sectors.","Anis Sahbani, Philippe Bidaud, Christophe Grand",n.a.,n.a.
Industry X.0,Advanced Manufacturing & Robotics,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/industry-X0.png, https://www.industryx0.pro,08/2019,Industry X.0 provides industries with technological solutions (Iot) and IT solutions based on artificial intelligence that allow them to master Product Life-cycle Management.,"Bilel Labidi, Med Abdel Aziz Battikh",n.a.,n.a.
Voltat Technologies,Mobility,2023,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://voltat.co/,03/2023,"Electric vehicles are becoming increasingly popular as people become more aware of the need to reduce their carbon footprint and support sustainable transportation options. Electric scooters, in particular, are a convenient and eco-friendly mode of transportation for short trips.
Voltat is taking a step forward in the electric vehicle industry and providing an accessible and affordable option for people who are interested in environmentally-friendly transportation.","Fedia El Ayeb, Ayeb Fahmi, Saadi Mohamed, Sghaier Mohamed Wael",contact@voltat.co,0021658233315
VENARI SECURITY  TUNISIA,Security,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://venarisecurity.com/,08/2022,Development of IT cybersecurity and IT protection solutions.,MILLAR THOMS JOHN,n.a.,n.a.
anavid,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/ANAVID.png,https://www.anavid.co,12/2019,anavid offers technological solutions based on AI video analysis to increase the economic performance of physical retail.,"Ahmed Chaari, David Nilsson",n.a.,n.a.
Lisssen,Ad Tech and Creative Tech,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/LogoLisssen.png,https://lisssen.com/,07/2022,Lisssen is a one-stop-shop for music monetization through fan based sales & digital tools.,"Khalil Zammeli, Hosn el Oujoud Tebourski",n.a.,n.a.
AvoConsulte,Business Software and services,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/162195457_110142121152031_4172862821270768776_n.png,https://avoconsulte.com/,04/2022,Avoconsult is a quick and easy platform to make an appointment with a lawyer available near you from the lawyer directory to meet your needs,Alaa Edinee Ben Mbarek,n.a.,n.a.
BioIntrants Technologie,Agritech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/BioIntrants.png,https://www.switchmed.eu,06/2019,"BioIntrants Technologie is an industrial production unit of inputs for conventional and organic agriculture, which is imbued with a policy of reasoned fertilization more respectful of nature and people.","Yassine Ben Menadi, Chedly Ben Menadi",n.a.,n.a.
arsela,Business Software and services,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/arsela.png,null,08/2019,Arsela aims to develop intelligent platforms that contribute to the improvement of the quality of life of its users.,"Ines Hafi, Achref Ben Ouannes, Ahmed Ben Zineb",n.a.,n.a.
COGNITION,HealthTech,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.e-health.tn,12/2021,Une plateforme dédiée à la détection précoce de différents cancers et maladies invasives alignant plusieurs CADs (Computer Aided Detection) à la fois.,"Sarah Ben Slimene, Kirmene Marzouki",n.a.,n.a.
Bako Motors,Advanced Manufacturing & Robotics,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/12-Bako-Motors.png,http://www.bakomotors.com/,09/2021,"Bako Motors transforms thermal vehicles into 100% electric vehicles, with a solar power system, in order to ensure an autonomy of 40 km per day, and proposes professional solutions of adaptation for a fast entry in electric mobility.","Boubaker Siala, Rached Ben Hmadou, Mahmoud Siala",n.a.,n.a.
FINBUDD,EdTech,2021,https://admin.startup.gov.tn/storage/application_sessions/images/logos/finbudd.png,https://www.finbudd.com,04/2022,Finbudd is an e-learning platform built around self study and mentor's support for Financial Certification Candidates.,Ons Bouali,n.a.,n.a.
Lightency,Fintech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/lightency.png,http://lightency.io,11/2019,"Lightency develops a platform for electricity exchange between individuals, and brings together all stakeholders in the sector on the same platform to reduce costs","Jaafar Saied, Mohamed Mnif, Boubaker Selmi",n.a.,n.a.
Festin/Vetcare,Agritech,2019,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://www.instagram.com/festinpetfood/,12/2021,Vet Care produit des additifs nutritionnels pour animaux d’élevage et de compagnie.,"Lamine Bouzguenda, Khellil Bouzguenda, Sarah Tatiana Bouzguenda, Mestiri Faouzi, Rania Ben hassine",n.a.,n.a.
Intigrow,Mobility,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/intigow.png,http://www.intigo.tn,11/2019,"Intigrow is a digital platform offering mobility, logistics and m-payment services",Bassem Bouguerra,n.a.,n.a.
SIMARL,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/simarl.png,https://soft-justice.com.tn/,09/2019,"SIMARL specializes in the administration of dispute resolution: consultation, organization, promotion of alternative dispute resolution...",kaouthar SALMI,salmi.kaouthar@gmail.com,26837765
My Enlightened Mind,EdTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/MY-ENLIGHTENED-MIND.png,http://www.lisatoys.com,05/2021,"My Enlightened Mind specializes in the development, creation and manufacturing of educational and interactive games and toys.","Oussama Ben Mahmoud, Adem Abidi",n.a.,n.a.
Dqlick,Business Software and services,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Dqlick.png,https://www.dqlick.com/,05/2019,Dqlick is an insurtech specialized in digitalization and digital transformation in the field of personal insurance.,Hamdi Bouslah,n.a.,n.a.
faavly,Ad Tech and Creative Tech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/faavly.png,http://www.faavly.com,08/2019,faavly is the first soccer social network that allows fans & lovers of the game to follow and practice their favorite sport.,Mohamed Amine Grichi,n.a.,n.a.
CURE,HealthTech,2018,https://admin.startup.gov.tn/storage/application_sessions/images/logos/cure.png,http://dhaouafimed.wixsite.com/curetunisie,11/2019,CURE develops bionic prostheses customizable by 3D printing for amputees but also a solution for physical rehabilitation through virtual reality,Mohamed Dhaouafi,n.a.,n.a.
Ste Magicube Industrie,Advanced Manufacturing & Robotics,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Ste-Magicube-Industrie.png,https://magicube.tn/,03/2021,Magicube Industire recycles maritime containers in order to provide economical and ecological solutions related to construction.,Walid Chaabene,n.a.,n.a.
Koofin.co,Commerce and shopping,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,https://koofin.co/,01/2022,Koofin.co est une Marketplace de vente et distribution de légumes et fruits frais.,"Abdellaziz Boujbel, Molka Khemir, Monia Boujbel",n.a.,n.a.
MOOVOBRAIN,HealthTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/moovobrain.png,https://www.gewinner.tn/,09/2019,Moovobrain manufactures intelligent control systems for electric wheelchairs for people who cannot use their upper limbs.,"Khaoula Ben Ahmed, Syrine Ayari, Ghofrane Ayari, Souleima Ben Temim",n.a.,n.a.
Be Smart Travel,TravelTech,2020,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Be-Smart-Travel.png,https://besmart.travel/,05/2021,"Be Smart Travel offers a SAAS platform for the tourism industry through market measurement, business analytics and offer management tools.","Wissem Ben Ameur, Yassine Abid, Driss Nadhem, Firas Makni, Dorra Barkallah, Taieb Kerkeny, Khedhiri Salah",n.a.,n.a.
NACHD-IT,Business Software and services,2017,https://admin.startup.gov.tn/storage/application_sessions/images/logos/nachdit.png,http://www.nachd-it.com,09/2019,Plugin (NACHD-UMS: NACHD University Management System) which is used to quickly set up university platforms with automatic synchronization of services with ERP systems,"Ahmed Ben Hssouna, Nourhane Amara",n.a.,n.a.
Gigsdesk,Business Software and services,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/GIGDESK.png,https://www.gigsdesk.com,06/2023,"Gigsdesk, the groundbreaking freelance platform powered by AI. Developed by LGGU, Gigsdesk is a cutting-edge solution that leverages artificial intelligence for seamless matching. Find projects perfectly aligned with your skills and preferences with ease. Supercharge your freelance career with Gigsdesk today!","Koussay Noomene, Iyed Ghribi, Nabil Amara",contact@gigsdesk.com,+21690771900
VAKAY,Wellness,2015,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Vakay.png,https://www.vakayeyewear.com,12/2019,The design and manufacture of high-end eyewear in wood and other materials.,"Adam Jabeur, Soulaimen Ghorbel",n.a.,n.a.
DOMODAR,Business Software and services,2016,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Domodar.png,https://www.domodar.net/,05/2019,"Domodar is specialized in the development, design and manufacturing of complete solutions for wireless home automation and Smart Farming.","Rochdi Zaghdane, Walid Dhifallah",n.a.,n.a.
D-carte,Business Software and services,2022,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,Dcartesolutions.com,12/2022,"First hybrid NFC business-card, and first web plateform for contact management ; complete polyvalent and business-oriented","Fourat Ouerghemmi, Skander Hadj Romdhan, Ala Ben Hassen",dcarte.tn@gmail.com,53479474
Inspiring Technologies,Advanced Manufacturing & Robotics,2020,https://startup.gov.tn/sites/default/files/2021-10/startuptunisia.png,http://inspiretech.io,12/2021,"InspireTech fait appel aux technologies de l'industrie 4.0 et de la mécatronique pour développer des solutions avancées, standards et personnalisées pour ses clients industriels.","Moez Kazdaghli, Anis Trigui, Mohamed Maatoug, Amine Mahdhi",n.a.,n.a.
Vitalight LAB,HealthTech,2014,https://admin.startup.gov.tn/storage/application_sessions/images/logos/vitalight.png,http://algovita.tn/,04/2019,Unique laboratory at the frontier between marine biotechnology and natural dermo-cosmetic care formulation&refined with stabilized high efficiency actives.,"Ilyes Gouja, Khaoula ben Slimane",n.a.,n.a.
P&FF-SWM,Agritech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/digismartsolutions.png,null,09/2019,"Digismart solutions offers IoT and AI solutions for intelligent pond management. Real time remote control and monitoring of ponds ""any where & any time"".","Afef Bohli, Sami Tabbane",n.a.,n.a.
smartools,Business Software and services,2022,https://admin.startup.gov.tn/storage/application_sessions/images/logos/smartools logo vf_Page_1.png,https://smartools.app,07/2022,SMARTOOLS is a platform of collaborative management tools (cloud computing) for SMEs,"Talel Chaouch, Wajih Abdelhedi, Baddi Gharbi",contact@smartools.app,+216 56 508 989
The Landlord,TravelTech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/thelandlord.png,https://www.thelandlord.tn,09/2019,The Landlord is an online all-inclusive concierge service specializing in short-term rentals.,Mohamed Farouk Ben Achour,n.a.,n.a.
Insight+,Fintech,2019,https://admin.startup.gov.tn/storage/application_sessions/images/logos/Insight.png,null,06/2019,Insight+ has designed and developed the first manual foreign exchange cloud application (BBE) in Tunisia dedicated to foreign exchange offices.,"Adel Jenni, Imed Kouki, Mohamed Ali Jenni, Hamdi Mezoughi, Sabri Ameri",n.a.,n.a.
