AXES,BRANCH,OBS,REC,NOTE
BUSIN,Marketing,"The startup's written answers about the value proposition are unclear or do not really correspond to the oral explanations or the buyer's point of view. We find in the IPOMM website with a focus on the description of the solution
without explaining the problem to be solved and the ROI from the Internet user's point
of view.","Better work on the commercial speech to describe in a more
convincing and correct way the value proposition from the point of
view of the potential buyer. If necessary call in experts (Product Management, Marketing, Communications) Recommendation: use the templates from the following link: https://s3.tenten.co/share/Value-Proposition-Design-Book.pdf",2.0
BUSIN,Marketing,The value proposition answers provided by the startup are not clear or do not align with the oral explanations or buyer's perspective found on the ipomm website.,Utilize the templates provided by https://www.s3-tentenco.com/share-value-proposition-design-book-pdf to enhance the effectiveness and correctness of the value proposition from the prospective buyer's perspective in a commercial speech.,2.0
BUSIN,Marketing,"Despite the startup's written answers to the value proposition, they do not align with the oral explanations or buyer'S point of view found on the ipomm website, which emphasizes only providing a solution and ignores the problem being solved.","Use the templates provided by https://www.s3-tennentenco share-value proposition design book pdf to improve your commercial speech and if needed, consult with product management and marketing communications experts to provide a more convincing and accurate description of the value proposition from the prospective buyer's perspective.",2.0
BUSIN,Marketing,"The answers provided by the startup about their value proposition are ambiguous or do not align with the written explanations found on the ipomm website, which prioritized the solution description and internet user responses.","To improve the effectiveness and credibility of the value proposition in a commercial presentation, seek professional advice on product management and marketing communications recommendations from experts.",2.0
BUSIN,Marketing,"However, the value proposition answers provided by the startup are either unclear or do not match the oral explanations or buyer's perspective found on the ipomm website. The focus is on providing a solution without specifying the problem and emphasizing the user'd viewpoint.","If you need to convey the value proposition from the perspective of a potential buyer in summing up and convincing, consult with experts in product management and marketing communications to use the templates provided by http://www.s3-tenentenco.com/share-value-proposition-design-book-pdf.",2.0
BUSIN,Marketing,"The startup's written responses to the value proposition do not align with the verbal explanations or buyer' stance found on the ipomm website, which emphasizes solution descriptions without specifying the problem and user'd viewpoint.","Invest some effort into crafting a commercial speech that conveys the value proposition to the prospective buyer in believable and accurate language. If needed, seek professional advice in product management and marketing communications by utilizing the templates provided on this website.",2.0
BUSIN,Marketing,"Website to improve: Inconsistency: in Google it is intended for industry and on the site for the
construction sector. Ideally both are needed Language errors or clumsiness
of expression Real value proposition not correctly reflected or difficult to
understand The order of the sections is probably to be reviewed (UX study
necessary)",Website to be improved with a human-centric approach (using Design Thinking and UX). Add a section concerning the company DATAPM. Recommended training in Design Thinking,2.0
BUSIN,Marketing,"Ideally, the website should be reviewed for language errors or clumsiness of expression.",Enhancing the website with a human-centered approach through design thinking and data analysis to include information on training.,2.0
BUSIN,Marketing,"In order to improve inconsistencies on Google, it is recommended to review the website for both industry and construction sectors.","A human-centric approach through design thinking will be utilized to enhance the website's functionality, with a focus on adding training in design thought to its content.",2.0
BUSIN,Marketing,"To address inconsistencies on Google, it is recommended to review the website for both industry and construction sectors.","To improve the website's human-centric approach through design thinking, a section dedicated to data and tools will be added to its site.",2.0
BUSIN,Marketing,The construction sector and industry sections of the website are likely to encounter inconsistencies due to language errors or clumsiness of expression.,The website needs to be optimized for human-centric design thinking and a section on data analytics to promote the development of design mindset skills.,2.0
BUSIN,Marketing,"Both the construction industry and industry sections of the website are likely to be affected by language errors or clumsiness in the real value proposition, necessitating additional review.","The website must be optimized for a human-centric approach through design thinking, with the addition of an additional section dedicated to the company's recommended training in design thought.",2.0
BUSIN,Marketing,"Regular publications on social networks but marketing actions remain rudimentary as a whole, most often due to lack of financial means. No written Marketing Strategy or media plan (except on IPOMM Checker
in the form of a PFE project). No marketing budge. Low
Marketing activity (no SEO/SEA, SMSing/eMailing,Customer Discovery, Nurturing). Low
Automation (Marketing Automation). Absence of Marketing
KPIs","Write a marketing strategy with the help of a professional specialist and experienced in strategic marketing then decline it into a media plan for the coming period. Reinforce marketing capacities as soon as the means of
the startup allow it with a focus on Europe (French-speaking
countries for a start) in coherence with the pre-sales and sales part. Consolidate a Marketing Dashboard",2.0
BUSIN,Marketing,"Despite regular social media publications, marketing actions are typically basic due to a lack of financial resources, with no written marketing strategy or media plan except through an ipomm checker.","To strengthen marketing capabilities, the startup should first establish a marketing strategy with the assistance of an expert in strategic marketing and convert it into'media plan' for the future, targeting european french speaking countries and consolidating marketing dashboards to align with pre sales and sales.",2.0
BUSIN,Marketing,"Marketing actions are rudimentary, especially when there is little financial support for it, and marketing strategies typically don't involve any marketing strategy or media plan other than an ipomm checker.","Develop a marketing strategy with the assistance of an expert in strategic marketing and transform it into'media plan' for the future, strengthen marketing abilities once the startup has established its resources within Europe and French-speaking countries. Co-ordinate this with pre sales and sales to create unified marketing dashboard.",2.0
BUSIN,Marketing,"The marketing process is rudimentary, especially when there are no financial resources to invest in publications or media plans.","Construct a marketing plan with the assistance of an expert in strategic marketing and convert it into'media plan' for the future, strengthen marketing abilities once the startup is established and has positioned itself among European French-speaking countries for initiation. Also, align it with pre sales and sales to create unified marketing dashboard.",2.0
BUSIN,Marketing,"Marketing activities remain basic, with regular social media publications being the norm. The lack of financial resources often leads to a lackluster marketing strategy or media plan, which can only be achieved through an ipomm checker or other means.","Create a marketing plan with assistance from an expert in strategic planning and transition it to forming into upcoming media plans. Strengthen marketing abilities as soon as the startup has access to the necessary resources, particularly in Europe and French-speaking countries for initiation of coherence with the pre sales and sales segment. Consolidate implementing e-commerce strategies by creating branded content that promotes brand awareness and leads away from potential influencers.",2.0
BUSIN,Marketing,"Although there are regular publications on social media to promote marketing, the lack of funds is a common issue.","As soon as the startup has access to the necessary resources, focus on enhancing its marketing capabilities by working with a professional expert in strategic planning and consolidating it into elaboration of upcoming media plans. This will be achieved by consolidate establishing overlapping functions within key geographic areas across all regions, including sales and customer relationship management, while also strengthening marketing strategies for successful growth.",2.0
BUSIN,Presales and Sales,Lack of written sales strategy,Put the sales strategy in black and white (in particular the sales partnership component and the differentiation by segment),3.0
BUSIN,Presales and Sales,Deficit in written sales strategy.,"Convert the sales strategy to black and white, with a focus on the sale partnership component and segmentation.",3.0
BUSIN,Presales and Sales,Inadequate sales strategy through written materials.,"Outlined the sales strategy in black and white, with a focus on the sale partnership aspect and segmentation by different segments.",3.0
BUSIN,Presales and Sales,Lack of written sales strategy.,"Explain the sales strategy in black and white, with a focus on the sale partnership component as well as breaking it down into different segments.",3.0
BUSIN,Presales and Sales,The absence of a written sales strategy is evident.,Clarify your sales approach by highlighting the sales partnership aspect and categorizing by segment.,3.0
BUSIN,Presales and Sales,Absence of written sales plan.,"Transform the sales strategy into black and white, emphasizing the role of sales partnerships and separating by segment.",3.0
BUSIN,Presales and Sales,"CRM is not well used for tracking Deals (probably because the number of deals to track is low, indicating low sales effort and/or limited ability to generate Leads). Absence of dirty KPIs","Recruit a salesperson as soon as possible (priority over other recruitments). Use the CRM to map the sales process, track deals and collect data. Consolidate a Dashboard for Sales",3.0
BUSIN,Presales and Sales,Low sales effort and lack of lead generation opportunities are likely the reasons why crm is not used to track deals.,"Utilize the CRM to organize sales activity, monitor deals, and gather information to construct a dashboard for sales professionals, prioritizing their hiring efforts over other positions.",3.0
BUSIN,Presales and Sales,"The low number of deals to track through crm suggests that the platform's effectiveness in generating leads is compromised, possibly due to poor deal tracking and lead generation.","Prioritize the hiring of a salesperson over other candidates and utilize the CRM to manage the sales process, track deals, and gather statistics to develop sanity across multiple accounts while developing unified dashboard for sales.",3.0
BUSIN,Presales and Sales,"The poor use of CRM for deal tracking may be attributed to low sales efforts and limited lead generation capabilities, possibly due to the lack of clean sheets.","Use the CRM to track deals and gather data, assign a salesperson priority to prioritize over other candidates and develop coordinating sysadmin roles.",3.0
BUSIN,Presales and Sales,"Low deal tracking performance in CRM may be attributed to low sales effort and lack of lead generation opportunities, potentially leading to a poor decision-making process.","To accelerate the hiring process, it is important to recruit a sales person before any other staff member does. The plan is to use the CRM system to manage the sales process and gather data for analysis and development of consolidated sales information into slick dashboards.",3.0
BUSIN,Presales and Sales,"Probably due to low sales effort and limited ability of CRMs to generate clean leads, the lack of deal tracking is another reason why it is not used in practice.","Obtain a salesperson in advance of other candidates by using the CRM to organize the sales process, monitor deals and gather statistics for assembling scalability on ice.",3.0
BUSIN,Marketing,Product name exists on Google (name of another company) Qualifour/Qualione website not found,Optimize SEO or rebrand and rename the product ÿ An optimized website is a minimum in the first phase of a startup ÿ Call on marketing experts,1.0
BUSIN,Marketing,The product name on the Google name of another company's website is not visible.,A startup can rely on marketing experts to optimize SEO and rebrand their product while also maintaining an optimized website during the initial phase.,1.0
BUSIN,Marketing,"There is a product name for another company's website on Google, but it cannot be found.","To begin with, a startup should seek the assistance of marketing experts to optimize SEO and rebrand or reassign the product to an optimized website.",1.0
BUSIN,Marketing,"Despite the product's name being listed on the Google name of another company, it was not found on our qualification website.",The initial phase of a startup requires the assistance of marketing experts to optimize SEO and rebrand or reassign the product to an optimized website.,1.0
BUSIN,Marketing,The name of the product being displayed on the Google name page of another company's qualifying website is not found.,"In the initial phase of a startup, it's important to have an optimized website and rebrand or reassign the product to specialized marketing teams.",1.0
BUSIN,Marketing,A product's name on the Google name of another company' qualione website is not visible.,"During the first phase of a startup, it's important to have an optimized website and rebrand or reassign the product to reputable marketing firms for optimal SEO.",1.0
BUSIN,Marketing,Lack of written marketing strategy,"Use experienced strategic marketing specialists to document and implement a Marketing strategy. Consolidate a Dashboard with marketing KPIs from the start of
the execution of this strategy",1.0
BUSIN,Marketing,A deficiency in the creation of a marketing plan through written documentation.,Employ skilled strategic marketing professionals to document and execute a marketing strategy. Integrate an analytics dashboard with marketing KPIs right from the start of implementing this strategy in-house.,1.0
BUSIN,Marketing,Lack of a well-written marketing plan.,Utilize experienced strategic marketing professionals to document and execute a marketing strategy. Integrate kpis into'marketing' dashboard from day one to ensure successful implementation.,1.0
BUSIN,Marketing,Marketing strategy that has not been written down.,Employ expert marketing consultants to record and execute a marketing plan. Integrate kpis into dba from the start of the plan execution.,1.0
BUSIN,Marketing,Insufficient written communication on marketing.,"Use experienced strategic marketing specialists to record and implement a Marketing Strategy, Linking it to 'By-Beaming' Integrated Dashboard with Marketing CPIS from Day One: The Implementation of the Strategy.",1.0
BUSIN,Marketing,Deficit in written communication strategy for marketing?,"Engage senior strategic marketing experts to record and implement a promotional plan, integrate kpis into showcasing dbo (marketing dashboard) from the beginning of the campaign.",1.0
BUSIN,Marketing,Price indexed to ROI,The price must actually be indexed to the ROI. We recommend that the startup calculate these costs in an exhaustive way to check the profitability,1.0
BUSIN,Marketing,The roi index value is linked to the price.,The price and roi must be indexed in a comprehensive manner to ensure the startup's profitability.,1.0
BUSIN,Marketing,Price linked to roi,"To ensure profitability, the startup must calculate all costs in a comprehensive manner by accurately integrating the price with the roi.",1.0
BUSIN,Marketing,The price based on roia index.,"It is recommended that startups use a comprehensive method to calculate costs and profitability, which requires indexing the price against the roi.",1.0
BUSIN,Marketing,Roi index value is the unit of price.,"In order to determine the profitability of a startup, it is recommended that they calculate all costs in conjunction with their operating expenses and must match the price accordingly.",1.0
BUSIN,Marketing,What is the index of a unit that represents one percent of ROI?,"We suggest that startups use a comprehensive method to calculate costs and profitability, which requires indexing the price against their respective shares.",1.0
BUSIN,Marketing,The startup started with an in-house offer which means that the vast majority of revenue is one-shot,Securing recurring revenue (example by offering SAAS offers),1.0
BUSIN,Marketing,"The startup was initially funded through an in-house process, resulting in only one shot at revenue.",Securing recurring revenue by offering saas offers is an illustration of how it can be achieved.,1.0
BUSIN,Marketing,"An in house offer was the starting point for the startup, which means that most of its revenue is a single-shot.",Achieving recurring revenue through Saas-based investments.,1.0
BUSIN,Marketing,"A one-time revenue stream was the primary focus of the startup, which started with an in house offer.","As a means of generating consistent income, Saas offers can be used to achieve this goal.",1.0
BUSIN,Marketing,"The startup started with an in house model, which means that most of its revenue is a single target.",Offering saas to earn recurring revenue is an illustration of this.,1.0
BUSIN,Marketing,"Initially, the startup relied on an in-house partnership that gave them a single shot at making revenue.",Providing Saas-based opportunities to generate recurring revenue as an example.,1.0
BUSIN,Marketing,"The last publication on LinkedIN dates from 1 month ago, the previous one from 3 months ago","We recommend that the startup communicate on social networks with a minimum frequency of one publication per week, and in particular inbound content",1.0
BUSIN,Marketing,"The most recent release on Pinterest occurred one month ago, while the previous one was 3 months ago.","We suggest that the startup should publish at least one social media post per week, with a focus on inbound content.",1.0
BUSIN,Marketing,Last linkedin publication was 1 month long and last one was 3 months.,"The startup should aim to publish at least one social media post per week, with a focus on inbound content.",1.0
BUSIN,Marketing,"The latest release on Pinterest was one month ago, and the previous one was three months ago.","Our advice is to promote the startup's content on social networks, with a minimum of one weekly publication, especially inbound.",1.0
BUSIN,Marketing,"A month has passed since the last publication on LinkedIn, and it was 3 months ago.","To promote the startup, we recommend publishing content on social networks as often as possible, with a focus on inbound content.",1.0
BUSIN,Marketing,"One month ago, LinkedIn published its most recent post. The last one was 3 months back when it was posted.","It is our recommendation that the startup should publish at least one social media post per week, with a focus on inbound content.",1.0
BUSIN,Presales and Sales,The startup does not use CRM for presales and sales,"Use a CRM for the qualification and scoring of Leads, for monitoring deals and to trace the history of exchanges",2.5
BUSIN,Presales and Sales,The startup does not employ CRM for sales and pre-sales purposes.,Utilize a crm to identify and classify potential buyers and sellers in order to monitor transactions and keep an eye on the exchanges' past.,2.5
BUSIN,Presales and Sales,CRm is not employed by the startup for presales and sales purposes.,Employ a crm to identify and grade potential buyers in order to monitor transactions and keep an eye on the exchanges' past.,2.5
BUSIN,Presales and Sales,CRM is not employed by the startup for sales and pre-sales purposes.,"Apply the skills and attributes of a crm to identify potential buyers and sellers, while also keeping track of deal records and exchange activity.",2.5
BUSIN,Presales and Sales,"For the startup, crm is not used in sales and pre-sales.","Using the cme (critic) to qualify and score leads, as well as tracking deal history and trace exchanges.",2.5
BUSIN,Presales and Sales,The startup refrains from using CRM in its presales and sales efforts.,"Use a CRM to identify and grade potential buyers in deal tracking, as well as monitor the exchanges' past history.",2.5
BUSIN,Presales and Sales,The startup wrote a sales strategy but did not indicate how it breaks down by segment,The Sales strategy should provide for quite differentiated behavior for different customer segments (especially based on their revenue potential),2.5
BUSIN,Presales and Sales,The startup formulated a sales strategy but did not specify how it would be divided into different segments.,"The sales approach should provide distinct customer behaviors for different segments, based on their revenue potential.",2.5
BUSIN,Presales and Sales,The startup created a sales strategy but did not specify how it would be divided into different segments.,"To ensure a cohesive sales strategy, it is essential to provide distinct customer segments with behavior that aligns with their revenue potential.",2.5
BUSIN,Presales and Sales,"A sales strategy was written by the startup, but it was not disclosed how it would be divided into different segments.","The sales strategy ought to provide distinct customer segments with varying behaviors, particularly in terms of their revenue potential.",2.5
BUSIN,Presales and Sales,"Despite writing its sales strategy, the startup did not provide any information on how it can be broken down into different segments.","Regardless of the revenue potential, the sales strategy should provide distinct customer behavior for different segments.",2.5
BUSIN,Presales and Sales,"Although the startup created a sales strategy, it did not specify how it would be divided into different segments.","A sales plan must offer varying behavior to customer segments, particularly in relation to their revenue potential.",2.5
BUSIN,Presales and Sales,The startup negotiates with potential customers by studying the costs of non-quality,Control the risks of wasting time and money if the studies are free because the result is not guaranteed. The recommendation is to go through a recommended consulting partner QualiOne after a study.,2.5
BUSIN,Presales and Sales,The startup bargains with potential customers by examining the costs of non-existent quality.,"Avoid wasteful time and money by limiting the risks of unpaid studies as the results are not certain. Instead, consider consulting partners after each study is published.",2.5
BUSIN,Presales and Sales,"During negotiations with potential customers, the startup examines the costs of non-existent products.","Control the risks associated with time and money waste by avoiding free studies as the results are not certain. Instead, it is suggested to go through a recommended consulting partner after completing supplementary research.",2.5
BUSIN,Presales and Sales,"Through the analysis of non-quality claims, the startup negotiates with potential customers for a lower price.","To limit the risks of wasting time and money, it is recommended to go through a recommended consulting partner after completing unbiased studies because the results are not certain.",2.5
BUSIN,Presales and Sales,"In negotiations with potential customers, the startup examines non-quality products and their costs to determine pricing options.","The risks of wasting time and money are minimized when studies are free, as the outcomes are not certain. Instead, individuals should consider consulting partners after a study is completed.",2.5
BUSIN,Presales and Sales,"By analyzing the costs of non-quality products, startups negotiate with potential customers.","If studies are not backed by certain guarantees, the risks of time and money are minimized. Instead, individuals should seek out a recommended consulting partner after completing supplementary research.",2.5
BUSIN,Presales and Sales,No dirty KPIs,Set up a Sales KPIs Dashboard,2.5
BUSIN,Presales and Sales,There are no dirty kpis.,Construct a sales dashboard in KPIIS.,2.5
BUSIN,Presales and Sales,The absence of unhygienic kpis is evident.,Create a sales dashboard in KPI.,2.5
BUSIN,Presales and Sales,No contaminated kpis are present.,Set up a KPIS dashboard for sales purposes.,2.5
BUSIN,Presales and Sales,A clean kpis is not required.,Developed an integrated view of the sales KPII dashboard.,2.5
BUSIN,Presales and Sales,Ignoring the use of unclean kpis.,Establish a dashboard in sales KPIIS.,2.5
BUSIN,Marketing,The startup has documented a marketing strategy but has not provided elements for the breakdown by persona,"The beating heart of a marketing strategy is the adaptation of marketing to different personas. If this part is missing, the strategy needs to be substantially improved.",4.0
BUSIN,Marketing,"Although a marketing strategy was documented, the startup has not provided any information on how to break down personas.","The most important aspect of a marketing strategy is adapting to different personas, which must be significantly enhanced if other components are not present.",4.0
BUSIN,Marketing,The startup has recorded a marketing plan but did not furnish any information on how to categorize the personas.,"A marketing strategy's core consists of adapting to different personas, but if this is not achieved, the strategy must be significantly enhanced.",4.0
BUSIN,Marketing,"While the startup has documented a marketing strategy, it has not provided any information on how to break down individual personas.","If marketing fails to incorporate the right persona, the core of the strategy must be redesigned and improved.",4.0
BUSIN,Marketing,"A marketing strategy is recorded by the startup, but no details have been provided for the persona breakdown.","Marketing strategies should be redirected towards different personas, as this is the primary focus. If this part of the strategy is not improved, it must be significantly revised.",4.0
BUSIN,Marketing,"Despite having documented their marketing strategy, the startup has not included any specifics for breaking down personas.","When the marketing strategy fails to address individual personas, the key is to improve the strategies by incorporating them.",4.0
BUSIN,Marketing,Missing media plan,Media plan to be formalized as soon as possible,4.0
BUSIN,Marketing,A plan for missing media,The formalization of the media plan is scheduled to occur soon.,4.0
BUSIN,Marketing,What is the plan to retrieve missing media?,Formalizing the media plan is expected to occur as soon as possible.,4.0
BUSIN,Marketing,Plan for missing media,The media plan will be formalized as soon as possible.,4.0
BUSIN,Marketing,The missing media scheme is a result of the plan's failure to provide necessary information.,formalize the media plan as soon possiberons.,4.0
BUSIN,Marketing,Missing media initiative,We will formalize our media strategy as soon possibilites.,4.0
BUSIN,Marketing,The priority of Marketing is the generation of Leads and not notoriety,"In most cases, working on awareness and notoriety can facilitate and optimize lead generation. This is more of a prerequisite than a step to
consider later",4.0
BUSIN,Marketing,"Marketing is centered around producing leads, not celebrity endorsements.","The focus on awareness and notoriety is typically a prerequisite for effective lead generation, rather than an optional step.",4.0
BUSIN,Marketing,"The main focus of marketing is on generating leads, not on fame.","Working on awareness and notoriety is typically a prerequisite for lead generation, rather than an optional step.",4.0
BUSIN,Marketing,Marketing should prioritize lead generation over celebrity status.,"Typically, it is more important to focus on awareness and notoriety as this can help generate leads, rather than considering the next step.",4.0
BUSIN,Marketing,"Instead of fame, the primary objective of marketing is to generate leads.","In general, focusing on awareness and notoriety can lead to better conversion rates of leads, making it more crucial than considering later.",4.0
BUSIN,Marketing,"The primary objective of marketing should be lead generation, not celebrity status.","It is generally recommended to focus on awareness and notoriety to maximize lead generation efforts, rather than considering later considerations.",4.0
BUSIN,Marketing,No information about Marketing Automation,"The marketing automation component allows for faster growth of the startup If the site has not yet started, we recommend starting it as soon as possible",4.0
BUSIN,Marketing,Is there a lack of knowledge about marketing automation?,"If the site has not yet been launched, we recommend implementing the marketing automation component as soon as possible to expedite the startup's growth.",4.0
BUSIN,Marketing,Unacquainted with marketing automation terminology.,The marketing automation component can aid in the startup's speedy growth if the site has not yet been launched.,4.0
BUSIN,Marketing,Marketing automation is not a known fact.,"To accelerate the growth of a startup that has not yet started, we recommend starting the marketing automation component as soon as possible.",4.0
BUSIN,Marketing,No knowledge on marketing automation.,"Start-ups should consider implementing the marketing automation component as soon as possible to maximize their growth in the early stages of their website, which has not yet been launched.",4.0
BUSIN,Marketing,There is a lack of knowledge about marketing automation.,"In case the site has not yet been launched, starting the marketing automation component now can expedite the startup's growth.",4.0
BUSIN,Marketing,Undisclosed marketing KPIs,A marketing dashboard is necessary to manage marketing projects,4.0
BUSIN,Marketing,Unannounced marketing kpis,Marketing projects can be managed through the use of a marketing dashboard.,4.0
BUSIN,Marketing,Non-publicized marketing kpis.,The marketing dashboard is a crucial tool for managing marketing projects.,4.0
BUSIN,Marketing,Covert marketing kpis,It is essential to have a marketing dashboard as part of the management of marketing projects.,4.0
BUSIN,Marketing,Secret marketing kpis,"To manage marketing projects effectively, a marketing dashboard is essential.",4.0
BUSIN,Marketing,Marketing kpis that is not made public.,A marketing dashboard is essential for managing marketing projects.,4.0
BUSIN,Presales and Sales,The startup did not give details on a possible use of CRM for presales and sales.,The use of a CRM is essential at the presales level: for the qualification and scoring of leads at the sales level: for the follow-up of leads and an optimized process for rapid decision-making to pursue or abandon deals,4.0
BUSIN,Presales and Sales,The startup did not disclose any information about the possibility of using crm in conjunction with presales and sales.,"To expedite deal pursuing and abandoning deals, it is necessary to use crms during presales for qualification and scoring of leads, as well as at the sales level.",4.0
BUSIN,Presales and Sales,A possible application of crm for presales and sales was not disclosed by the startup.,"A crm must be employed at the presales level to qualify and score leads, which is necessary for subsequent follow-up efforts and a process that optimizes the decision-making process for quickly pursuing deals or abandoning them.",4.0
BUSIN,Presales and Sales,The startup refrained from discussing the use of crm in conjunction with presales and sales.,"The use of a crm is necessary at the presales level to qualify and score leads, which is crucial for follow-up lead generation and decision-making.",4.0
BUSIN,Presales and Sales,No details were provided by the startup regarding its use of crm in sales and pre-sales.,"The crm is a prerequisite for the presales level to qualify and score leads, while the sales level requires csr to follow up leads and optimize decision-making processes for quickly pursuing deals or abandoning them.",4.0
BUSIN,Presales and Sales,There was no information provided by the startup regarding the use of CRM for presales and sales purposes.,"At the presales level, a crm is necessary for scoring and qualification of leads, while at the sales level it can assist in tracking down prospects quickly and optimizing the decision-making process to pursue or discard deals.",4.0
BUSIN,Presales and Sales,"No shared sales policy. Lack of shared elements about
segmentation at the sales level. Absence of Sales KPIs","t is necessary to document a sales strategy differentiated by segment. The scripts that salespeople use and the exact process must be broken down according to the segments, in
particular to optimize and not waste energy with the least interesting deals or attack them in the wrong way. A process of diagnosis and continuous improvement must make it possible to improve the dirty KPIs. A sales Dashboard is necessary and a priority",4.0
BUSIN,Presales and Sales,The absence of a shared sales policy and no common elements for segmentation at the sales level.,"The documentation of a sales strategy that is segmented and the use of scripts by salespeople are essential. To avoid making uninteresting deals or attacking them incorrectly, the process of diagnosing and improving the dirty tactics requires attention to detail. A sales dashboard must be prioritized with improvements made to the system.",4.0
BUSIN,Presales and Sales,"There is no shared sales policy, and there are no common elements regarding segmentation at the sales level.","To avoid making uninteresting deals or attacking them incorrectly, it is essential to document a sales strategy that differs by segment. The scripts used by salespeople must be broken down according to the segments, and implementing specialized diagnosis and improvement processes can improve the sales dashboard's cleanliness.",4.0
BUSIN,Presales and Sales,"No shared sales policy, no common elements for segmentation at the sales level, and no separate sales kpisodes.","Documenting a sales strategy that is segmented, breaking down the scripts used by each team member, and breaking it down into specific segments to avoid making poor deals or attacking them incorrectly are crucial. A process of diagnosis and continuous improvement is necessary to improve the sales dashboard and maintain optimum levels of cleanliness.",4.0
BUSIN,Presales and Sales,Without a shared sales policy there is no common element regarding segmentation at the sales level and also lack of absence to define specific key performance indicators (KPIS) for each item.,"It is essential to document a sales strategy that is segmented, break it down the scripts used by salespeople, and divide the process into segments to avoid making poor deals or attacking them incorrectly. To improve the effectiveness of this process, identifying gaps and improving it through continuous improvement is necessary. A sales dashboard must also be prioritized with improvements made to existing ones.",4.0
BUSIN,Presales and Sales,"Lack of a shared sales policy, with no shared components on segmentation at the sale level, without any lack of knowledge about the sales kpisod.","A sales strategy must be documented, distinguished by segment, and categorized by specific scripts used by the sales team to avoid energy-wasting deals. To improve efficiency, a process of diagnosis and continuous improvement is essential to develop if necessary. A sale dashboard should also be maintained with priority maintenance.",4.0
BUSIN,Marketing,The document shared by the start-up does not represent a marketing. The current Marketing resource is still pretty Junior.,"Use marketing experts to develop a true marketing strategy and action plan detailed , this which allows the company to prioritize resource allocation _ financial resources and have more effective means of reaching buyers potential , especially for scalability international .",3.0
BUSIN,Marketing,"The document shared by the start up does not reflect marketing, as the current marketing team is still relatively inexperienced.","Employ marketing professionals to create a genuine marketing strategy and action plan that outlines the best methods for efficiently reaching buyers, particularly in light of scalability.",3.0
BUSIN,Marketing,"The marketing resource is still relatively inexperienced, and the document shared by the start up does not reflect its role in marketing.","Count on the expertise of marketing professionals to create a genuine marketing strategy and action plan that allows the company to effectively reach buyers through resource allocation, financial support, and international sales.",3.0
BUSIN,Marketing,"Despite the fact that this document was shared by the start up, it does not represent marketing, and the current marketing resource is still relatively junior.","Utilize marketing professionals to create a genuine marketing strategy and action plan that details the allocation of resources, financial resources for targeted advertising, and ways to reach potential customers, particularly with regard to scalability in international markets.",3.0
BUSIN,Marketing,"While the start up has shared a document that does not pertain to marketing, the current market force is still relatively junior.","Use marketing experts to develop an effective marketing strategy and action plan, which allows the company to focus on resource allocation, financial resources, and reaching potential customers with greater effectiveness.",3.0
BUSIN,Marketing,"Although the document shared by the start up does not outline marketing, its present marketer is still of relatively junior status.","Engage the services of marketing professionals to create a genuine marketing strategy and action plan that details the allocation of resources, financial resources for targeted advertising, and ways to reach potential customers with greater efficiency, particularly in light of scalability.",3.0
BUSIN,Marketing,"Currently the startup is not working on the following points :
Customer Discovery
Marketing automation and lead nurturing
Packaging of offers",These topics are to be developed by the startup by making use of marketing,3.0
BUSIN,Marketing,"At present, the startup is not focusing on improving customer discovery through marketing automation and lead nurturing packaging for offers.","Through the use of marketing, the startup will develop these topics.",3.0
BUSIN,Marketing,The startup is presently not engaged in developing the following components: customer discovery marketing automation and lead nurturing package of offers.,The startup intends to use marketing to develop these subjects.,3.0
BUSIN,Marketing,"For now the startup is working on ""follow up measures"" of marketing automation for customer discovery and lead nurturing packaging of offers.","By utilizing marketing, the startup will be responsible for developing these topics.",3.0
BUSIN,Marketing,"Currently, the startup is not engaged in developing or improving customer discovery marketing automation and lead nurturing package offers.","Using marketing, the startup will develop these topics.",3.0
BUSIN,Marketing,"The startup is currently not engaged in developing the following points: customer discovery, marketing automation, and lead nurturing packages for offers.",Marketing will be used by the startup to create these topics.,3.0
BUSIN,Marketing,The investment in Marketing budget is not sufficient (600 Eur / year).,"Invest more budget in marketing ( of a way substantial ) for a faster scalability / The main conditions for
success are :
A good marketing strategy developed by a professional tested and revised in continued in based on the results of the experiments (Lean Marketing)
Resources _ competent for the execution",3.0
BUSIN,Marketing,The marketing budget of 600 eur per year is not enough.,"To achieve faster scalability, it is essential to allocate more funds towards marketing in a substantial manner, with the key ingredients being dependable marketing tactics created by experts, sustained by ongoing experiments, and marketing resources that are capable of managing multiple channels.",3.0
BUSIN,Marketing,An investment of 600 eur per year is not enough to cover the marketing budget.,"Invest more money in marketing to accelerate growth, as the key ingredients for success are a strong marketing strategy developed by an expert and updated regularly with research and efficient marketing resources.",3.0
BUSIN,Marketing,"The amount of money spent on marketing for a year is not enough, with an investment of 600 euros.","Consider investing a larger amount of money in marketing to accelerate growth, as the key ingredients for success include specialized marketing tactics developed by professionals that have been tested and revised, coupled with marketing resources that are capable of handling complex marketing activities.",3.0
BUSIN,Marketing,"Marketing budget is not enough, with a spending of 600 euros per year.","Budget more to accelerate marketing in a significantly larger sizeable amount with the key ingredients being effective marketing strategies developed by seasoned professionals, revised and tested through experimentation, and efficient marketing resources for execution.",3.0
